iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.055942307692307625,0.948931623931624,7,1.3240458709588334,2,wine,M-EHOA,509902,outer_1
2,0.055942307692307625,0.948931623931624,7,1.6088420009571378,2,wine,M-EHOA,509902,outer_1
3,0.048249999999999967,0.9574786324786325,8,1.6701548271358915,2,wine,M-EHOA,509902,outer_1
4,0.048249999999999967,0.9574786324786325,8,1.3853832582524221,2,wine,M-EHOA,509902,outer_1
