iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,guidance_credit,active_guidance_fraction,dataset,method,seed,fold
1,0.04516197975253094,0.049801349831271144,0.9604424446944132,18,0.5,0.3298673577884104,-0.0001778093883357812,2.5,0.775,0,baseline,1.0,0.0,breast_cancer,ECG-EHOA,387298,outer_2
2,0.04516197975253094,0.04692388451443572,0.9604424446944132,18,0.2866666666666667,0.6198996255460786,0.3993294840752467,2.0,0.65,1,baseline,0.85,0.0,breast_cancer,ECG-EHOA,387298,outer_2
3,0.04516197975253094,0.04692388451443572,0.9604424446944132,18,0.38,0.4938599661208357,0.2288961038961037,1.5,0.525,2,baseline,0.7224999999999999,0.0,breast_cancer,ECG-EHOA,387298,outer_2
4,0.04516197975253094,0.04692388451443572,0.9604424446944132,18,0.30666666666666664,0.5582924703062002,0.3849170975218399,1.0,0.4,3,baseline,0.6141249999999999,0.0,breast_cancer,ECG-EHOA,387298,outer_2
