iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.03612820512820525,0.04014423076923082,0.9692307692307691,17,0.5023809523809524,0.3665779005577903,-0.011788211788211767,2.8,0.85,0,breast_cancer,SF-EHOA,155921
2,0.028600732600732738,0.03644184981684993,0.9758241758241757,14,0.2821428571428572,0.5948413568152454,0.4290131202505596,2.6,0.8,0,breast_cancer,SF-EHOA,155921
3,0.028267399267399188,0.03497893772893782,0.9758241758241759,13,0.3011904761904761,0.5823914254056747,0.3965714285714286,2.4717853224489796,0.757477637755102,0,breast_cancer,SF-EHOA,155921
4,0.028267399267399188,0.033244047619047715,0.9758241758241759,13,0.16666666666666669,0.7262698281066813,0.6666666666666667,2.420225994557823,0.7383221522108843,1,breast_cancer,SF-EHOA,155921
5,0.028267399267399188,0.03136217948717951,0.9758241758241759,13,0.2285714285714286,0.6346832364895627,0.5423486413475289,2.2642311898284566,0.7009258501741352,2,breast_cancer,SF-EHOA,155921
6,0.028267399267399188,0.029835622710622733,0.9758241758241759,13,0.061904761904761914,0.869793301936159,0.8739495798319328,2.1715302407725714,0.6698260703451708,3,breast_cancer,SF-EHOA,155921
7,0.028267399267399188,0.02964697802197805,0.9758241758241759,13,0.09523809523809523,0.82109510470855,0.8081918081918082,2.010770115391281,0.6294450656421159,4,breast_cancer,SF-EHOA,155921
8,0.028267399267399188,0.028831043956043984,0.9758241758241759,13,0.08333333333333336,0.829606842737095,0.8310335116868488,1.8319039960228722,0.5873152003794921,5,breast_cancer,SF-EHOA,155921
9,0.028267399267399188,0.028831043956043984,0.9758241758241759,13,0.11071428571428574,0.7871985973876728,0.7759418573135108,1.6235325694930678,0.5410702192484194,6,breast_cancer,SF-EHOA,155921
10,0.028267399267399188,0.028747710622710622,0.9758241758241759,13,0.08333333333333334,0.8431045832638048,0.8325892857142857,1.401331016889391,0.49292629265992394,7,breast_cancer,SF-EHOA,155921
