iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,guidance_credit,active_guidance_fraction,dataset,method,seed,fold
1,0.03829846269216356,0.041454968128983846,0.9656917885264341,13,0.5266666666666667,0.30779249011857707,-0.05352062588904705,2.5,0.775,0,baseline,0.85,0.0,breast_cancer,ECG-EHOA,387298,outer_1
2,0.03829846269216356,0.040868616422947084,0.9656917885264341,13,0.25999999999999995,0.5957511425622881,0.4799075391180653,2.0,0.65,1,baseline,0.7224999999999999,0.0,breast_cancer,ECG-EHOA,387298,outer_1
3,0.03825721784776909,0.04064799400074993,0.9657334499854184,13,0.3933333333333333,0.45906691134952,0.21207264957264949,1.5,0.525,0,baseline,0.7779999999999999,0.0,breast_cancer,ECG-EHOA,387298,outer_1
4,0.03246194225721781,0.03746036745406822,0.97360746573345,19,0.37333333333333335,0.44445925419609633,0.2512034230700657,1.0,0.4,0,baseline,0.8223999999999999,0.0,breast_cancer,ECG-EHOA,387298,outer_1
