iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed,fold
1,0.048754030746156744,0.9551306086739157,13,2.2690770825856954,breast_cancer,EHOA,469042,outer_2
2,0.047530183727034096,0.957713619130942,17,1.666706959457571,breast_cancer,EHOA,469042,outer_2
3,0.047530183727034096,0.957713619130942,17,1.4061235505494651,breast_cancer,EHOA,469042,outer_2
4,0.041625421822272246,0.9630046244219472,15,0.9717891608191096,breast_cancer,EHOA,469042,outer_2
