iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.047325502084122596,0.08058893046608569,0.9576354679802958,7,0.5109890109890111,0.37007575757575756,-0.028061224489795977,2.8,0.85,0,wine,IG-EHOA,42
2,0.047325502084122596,0.07132512315270934,0.9576354679802958,7,0.18681318681318684,0.7108985260770976,0.6258201058201058,2.6,0.8,1,wine,IG-EHOA,42
3,0.026598901098901027,0.06272967980295566,0.9785714285714286,7,0.4917582417582418,0.34845452166880736,0.016119655409333356,2.4,0.75,0,wine,IG-EHOA,42
4,0.026598901098901027,0.055027590943539186,0.9785714285714286,7,0.31868131868131877,0.5302862811791383,0.3626373626373627,2.2,0.7,1,wine,IG-EHOA,42
5,0.0192836301629405,0.04886585827965134,0.9859605911330049,7,0.41758241758241754,0.463387703566275,0.15356607410580436,2.0,0.65,0,wine,IG-EHOA,42
6,0.0192836301629405,0.04621407256536564,0.9859605911330049,7,0.36813186813186816,0.48459209441352297,0.2626455026455027,1.8,0.6000000000000001,1,wine,IG-EHOA,42
7,0.018514399393709732,0.02999163982569155,0.9859605911330049,6,0.337912087912088,0.47312023294166144,0.3219188974291015,1.6,0.55,0,wine,IG-EHOA,42
8,0.018514399393709732,0.025248342175066316,0.9859605911330049,6,0.3104395604395604,0.5647057307771594,0.3770474423535649,1.4,0.5,1,wine,IG-EHOA,42
9,0.018514399393709732,0.01990957749147403,0.9859605911330049,6,0.23626373626373628,0.6473562152133582,0.5274725274725276,1.2,0.45,2,wine,IG-EHOA,42
10,0.018514399393709732,0.01990957749147403,0.9859605911330049,6,0.07142857142857142,0.8775510204081632,0.8569312169312169,1.0,0.4,3,wine,IG-EHOA,42
