iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.037304029304029415,0.04232463369963374,0.9670329670329669,14,0.5095238095238096,0.3265643557131788,-0.01904761904761898,2.8,0.85,0,breast_cancer,IG-EHOA,42
2,0.037304029304029415,0.04136172161172162,0.9670329670329669,14,0.21071428571428572,0.6365544024627396,0.5761874831642273,2.6,0.8,1,breast_cancer,IG-EHOA,42
3,0.037304029304029415,0.04117307692307694,0.9670329670329669,14,0.2869047619047619,0.5803950754596271,0.426150625539472,2.4,0.75,2,breast_cancer,IG-EHOA,42
4,0.037304029304029415,0.04025412087912089,0.9670329670329669,14,0.24166666666666664,0.608402956477647,0.5158260869565218,2.2,0.7,3,breast_cancer,IG-EHOA,42
5,0.030776556776556687,0.03885256410256412,0.9736263736263737,14,0.2571428571428572,0.5509109784264582,0.47640594699418237,2.0,0.65,0,breast_cancer,IG-EHOA,42
6,0.030776556776556687,0.03667673992673998,0.9736263736263737,14,0.23333333333333334,0.6196955297270424,0.5328142380422691,1.8,0.6000000000000001,1,breast_cancer,IG-EHOA,42
7,0.030776556776556687,0.03640476190476193,0.9736263736263737,14,0.23928571428571427,0.5772790475839458,0.5138321995464853,1.6,0.55,2,breast_cancer,IG-EHOA,42
8,0.030776556776556687,0.036363095238095236,0.9736263736263737,14,0.21190476190476187,0.6164757012791622,0.5685197155785391,1.4,0.5,3,breast_cancer,IG-EHOA,42
9,0.030776556776556687,0.036363095238095236,0.9736263736263737,14,0.1928571428571428,0.6610213822371055,0.6115884115884116,1.2,0.45,4,breast_cancer,IG-EHOA,42
10,0.030443223443223356,0.03523351648351648,0.9736263736263737,13,0.18333333333333332,0.6814855986254151,0.6324143692564745,1.0,0.4,0,breast_cancer,IG-EHOA,42
