iteration,fitness,cv_accuracy,selected_features,population_diversity,guard_abstained,guard_subset_balanced_accuracy,guard_full_balanced_accuracy,dataset,method,seed,fold
1,0.048568428946381755,0.955318085239345,13,1.8747534260553445,False,0.9627670796301283,0.954486488912829,breast_cancer,G-EHOA,360555,outer_3
2,0.04052868391451076,0.9657959421738949,20,4.006038571412807,False,0.9627670796301283,0.954486488912829,breast_cancer,G-EHOA,360555,outer_3
3,0.04052868391451065,0.965795942173895,20,1.7416601768071822,False,0.9627670796301283,0.954486488912829,breast_cancer,G-EHOA,360555,outer_3
4,0.04019535058117731,0.965795942173895,19,1.9363909324782957,False,0.9627670796301283,0.954486488912829,breast_cancer,G-EHOA,360555,outer_3
