iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.039766388783630195,0.060947683781735526,0.9652709359605911,7,0.4835164835164836,0.34648010719439293,0.031534391534391526,2.8,0.85,0,wine,SF-EHOA,123
2,0.039766388783630195,0.0518928334596438,0.9652709359605911,7,0.09065934065934068,0.8267431972789117,0.8169892817149257,2.6,0.8,1,wine,SF-EHOA,123
3,0.039766388783630195,0.048291445623342186,0.9652709359605911,7,0.18956043956043958,0.7245464852607709,0.6196130400212032,2.670597322793824,0.7781872211243567,2,wine,SF-EHOA,123
4,0.039766388783630195,0.04665022262220539,0.9652709359605911,7,0.13461538461538464,0.7485969387755101,0.7282568122433744,2.606506711185869,0.7585490707654688,3,wine,SF-EHOA,123
5,0.03875331564986745,0.04289172034861692,0.9655172413793103,6,0.19230769230769232,0.6669642857142859,0.6130952380952381,2.433239619329198,0.7205228183497674,0,wine,SF-EHOA,123
6,0.032413414172034735,0.041119150246305414,0.97192118226601,6,0.2417582417582418,0.5670493197278912,0.5047619047619047,2.11966313776507,0.6606840936332825,0,wine,SF-EHOA,123
7,0.032413414172034735,0.038720632815460405,0.97192118226601,6,0.19780219780219782,0.6828939909297053,0.6038095238095238,1.866137502948469,0.6063273490144434,1,wine,SF-EHOA,123
8,0.032413414172034735,0.038720632815460405,0.97192118226601,6,0.05219780219780219,0.9119897959183675,0.894630192502533,1.687643804081202,0.5629092196156087,2,wine,SF-EHOA,123
9,0.032413414172034735,0.03720604395604395,0.97192118226601,6,0.12362637362637365,0.793296485260771,0.7519215478399152,1.4846955728304525,0.5149699578890234,3,wine,SF-EHOA,123
10,0.032413414172034735,0.03720604395604395,0.97192118226601,6,0.07142857142857142,0.8775510204081634,0.8562925170068028,1.2971254832082293,0.47117940314276247,4,wine,SF-EHOA,123
