iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed
1,0.01903978779840841,0.9862068965517242,7,2.1000380350664374,wine,EHOA,2026
2,0.01903978779840841,0.9862068965517242,7,2.148205817846516,wine,EHOA,2026
3,0.01903978779840841,0.9862068965517242,7,1.5879195486124666,wine,EHOA,2026
4,0.01903978779840841,0.9862068965517242,7,1.9582824839761872,wine,EHOA,2026
5,0.01903978779840841,0.9862068965517242,7,1.1725064536741576,wine,EHOA,2026
6,0.01903978779840841,0.9862068965517242,7,1.2861970354918681,wine,EHOA,2026
7,0.01903978779840841,0.9862068965517242,7,1.1798531228247873,wine,EHOA,2026
8,0.01903978779840841,0.9862068965517242,7,1.0212263254356417,wine,EHOA,2026
9,0.01903978779840841,0.9862068965517242,7,0.9783906345593836,wine,EHOA,2026
10,0.01903978779840841,0.9862068965517242,7,0.6094473978076368,wine,EHOA,2026
