iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.03209615384615387,0.04967307692307693,0.9745726495726496,9,0.4461538461538462,0.37063492063492065,0.10578747628083474,2.5,0.775,0,baseline,wine,SF-EHOA,435889,outer_2
2,0.03209615384615387,0.036584615384615396,0.9745726495726496,9,0.10769230769230771,0.8430555555555557,0.7688008130081301,2.0,0.65,1,baseline,wine,SF-EHOA,435889,outer_2
3,0.03209615384615387,0.035088461538461554,0.9745726495726496,9,0.03076923076923077,0.9555555555555555,0.9339430894308943,1.6411568949343338,0.5485261491557224,2,explore,wine,SF-EHOA,435889,outer_2
4,0.03209615384615387,0.03359230769230771,0.9745726495726496,9,0.07692307692307691,0.888888888888889,0.8317805383022774,1.3547733829664503,0.482811808452682,3,explore,wine,SF-EHOA,435889,outer_2
