iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.03972868510799537,0.05469922319060244,0.9645320197044336,6,0.4945054945054945,0.36388888888888893,0.00952380952380949,2.8,0.85,0,wine,DFA-EHOA,155921
2,0.03972868510799537,0.05391144846532772,0.9645320197044336,6,0.14835164835164835,0.7446145124716554,0.7015306122448979,2.6,0.8,1,wine,DFA-EHOA,155921
3,0.03972868510799537,0.04699713433118597,0.9645320197044336,6,0.22527472527472522,0.65494227994228,0.5487830687830688,2.623121130298273,0.7732417844060702,2,wine,DFA-EHOA,155921
4,0.03972868510799537,0.04699713433118597,0.9645320197044336,6,0.16483516483516486,0.7089710884353743,0.6683673469387756,2.563035671675263,0.7538339724900949,3,wine,DFA-EHOA,155921
5,0.03972868510799537,0.046012338954149204,0.9645320197044336,6,0.19505494505494506,0.7015576685219543,0.6097457851064954,2.4096293337023797,0.717930923478141,4,wine,DFA-EHOA,155921
6,0.034195718075028365,0.03734681697612725,0.9716748768472907,8,0.16208791208791212,0.7084750566893426,0.672799018823655,2.25185649664194,0.679387938098897,0,wine,DFA-EHOA,155921
7,0.034195718075028365,0.034195718075028365,0.9716748768472907,8,0.13186813186813187,0.7983276643990929,0.7298701298701298,1.9537176589103806,0.6190360644540439,1,wine,DFA-EHOA,155921
8,0.034195718075028365,0.034195718075028365,0.9716748768472907,8,0.0,1.0,1.0,1.7398588294551902,0.5707680322270219,2,wine,DFA-EHOA,155921
9,0.034195718075028365,0.034195718075028365,0.9716748768472907,8,0.0,1.0,1.0,1.537429414727595,0.524446516113511,3,wine,DFA-EHOA,155921
10,0.034195718075028365,0.034195718075028365,0.9716748768472907,8,0.0,1.0,1.0,1.3362147073637975,0.47909825805675554,4,wine,DFA-EHOA,155921
