iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.037304029304029415,0.04123672161172165,0.9670329670329669,14,0.5130952380952382,0.3200443016931248,-0.026261744367168216,2.8,0.85,0,breast_cancer,SF-EHOA,42
2,0.037304029304029415,0.04081776556776561,0.9670329670329669,14,0.21904761904761907,0.6288804556910484,0.5599489795918366,2.6,0.8,1,breast_cancer,SF-EHOA,42
3,0.037304029304029415,0.04071245421245426,0.9670329670329669,14,0.2869047619047619,0.5803950754596271,0.426150625539472,2.536004040388292,0.7641670875404472,2,breast_cancer,SF-EHOA,42
4,0.037304029304029415,0.03987683150183154,0.9670329670329669,14,0.2702380952380952,0.5709992371020942,0.458583850931677,2.443107988073472,0.7406183128474196,3,breast_cancer,SF-EHOA,42
5,0.030776556776556687,0.03870558608058613,0.9736263736263737,14,0.2857142857142857,0.5183235794317727,0.42068632578348153,2.277969964818177,0.70236115277139,0,breast_cancer,SF-EHOA,42
6,0.030776556776556687,0.0378479853479854,0.9736263736263737,14,0.2523809523809524,0.587240713669838,0.4939730278076142,2.0377207197115283,0.6510049843443673,1,breast_cancer,SF-EHOA,42
7,0.030776556776556687,0.03703205128205131,0.9736263736263737,14,0.2714285714285714,0.5472581337160063,0.45165945165945176,1.8099945589899633,0.5991172107869023,2,breast_cancer,SF-EHOA,42
8,0.030776556776556687,0.036404761904761905,0.9736263736263737,14,0.25476190476190474,0.5511811691613216,0.47874802094750946,1.6067281100880884,0.5498676822850774,3,breast_cancer,SF-EHOA,42
9,0.030776556776556687,0.036257783882783855,0.9736263736263737,14,0.23452380952380955,0.603500171998624,0.5282990631827842,1.4176965224307474,0.5029197718481019,4,breast_cancer,SF-EHOA,42
10,0.030776556776556687,0.03477289377289369,0.9736263736263737,14,0.22500000000000003,0.6212677614905612,0.5484635217058045,1.2278695489305154,0.4562152078528364,5,breast_cancer,SF-EHOA,42
