iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,dataset,method,seed,fold
1,0.032046119235095524,0.9736907886514187,18,1.4983084725689513,2,breast_cancer,M-EHOA,458258,outer_3
2,0.0287810273715785,0.9763154605674291,16,3.2635833088407447,2,breast_cancer,M-EHOA,458258,outer_3
3,0.0287810273715785,0.9763154605674291,16,2.418143166798465,2,breast_cancer,M-EHOA,458258,outer_3
4,0.0287810273715785,0.9763154605674291,16,1.8870290626407096,2,breast_cancer,M-EHOA,458258,outer_3
