iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.039365384615384615,0.07558461538461539,0.9664529914529915,8,0.4769230769230769,0.3687878787878788,0.045928030303030165,2.5,0.775,0,baseline,wine,IG-EHOA,458258,outer_2
2,0.039365384615384615,0.05399230769230769,0.9664529914529915,8,0.27692307692307694,0.5879761904761904,0.4449715370018976,2.0,0.65,1,baseline,wine,IG-EHOA,458258,outer_2
3,0.039365384615384615,0.05106923076923072,0.9664529914529915,8,0.3384615384615385,0.486984126984127,0.3216318785578747,1.5,0.525,2,baseline,wine,IG-EHOA,458258,outer_2
4,0.039365384615384615,0.05106923076923072,0.9664529914529915,8,0.3846153846153847,0.44965728715728714,0.22912713472485757,1.0,0.4,3,baseline,wine,IG-EHOA,458258,outer_2
