iteration,fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.04051853142790756,0.9647960962007668,17,0.4999999999999999,0.3768531975271106,-0.0115087214529761,2.5,0.775,0,breast_cancer,DFA-EHOA[interaction_top_k=10],123
2,0.04051853142790756,0.9647960962007668,17,0.29333333333333333,0.5601824059489964,0.4129158512720157,2.0,0.65,1,breast_cancer,DFA-EHOA[interaction_top_k=10],123
3,0.03921395375856865,0.9647670500755199,13,0.17333333333333334,0.7204936360509115,0.6523444464253878,1.9685191656266714,0.6030865276044453,0,breast_cancer,DFA-EHOA[interaction_top_k=10],123
4,0.03921395375856865,0.9647670500755199,13,0.32666666666666666,0.5214910513126962,0.34655049786628733,1.633279912353402,0.5387983461872392,1,breast_cancer,DFA-EHOA[interaction_top_k=10],123
