iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.04516197975253094,0.053258492688414,0.9604424446944132,18,0.5199999999999999,0.3486039178213091,-0.044642857142857206,2.5,0.775,0,baseline,breast_cancer,IG-EHOA,489898,outer_1
2,0.04453655793025874,0.049692763404574444,0.9604007832354289,16,0.22000000000000003,0.6521809425524595,0.5592948717948718,2.0,0.65,0,baseline,breast_cancer,IG-EHOA,489898,outer_1
3,0.04453655793025874,0.04805466816647921,0.9604007832354289,16,0.06000000000000001,0.9013243894048848,0.8773619186046512,1.5,0.525,1,baseline,breast_cancer,IG-EHOA,489898,outer_1
4,0.04453655793025874,0.04805466816647921,0.9604007832354289,16,0.09333333333333334,0.8502235982112143,0.8092296511627908,1.0,0.4,2,baseline,breast_cancer,IG-EHOA,489898,outer_1
