iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.0481324365289883,0.059845988063660455,0.9583743842364532,9,0.5082417582417583,0.36031260406260407,-0.019878081102570944,2.8,0.85,0,wine,DFA-EHOA,104729
2,0.0273681318681318,0.050467482948086353,0.9785714285714286,8,0.315934065934066,0.597041847041847,0.32600732600732607,2.6,0.8,0,wine,DFA-EHOA,104729
3,0.0273681318681318,0.04626591511936337,0.9785714285714286,8,0.37637362637362637,0.5135191197691197,0.24022823014984263,2.3699276581680997,0.7468674643925104,1,wine,DFA-EHOA,104729
4,0.0273681318681318,0.04626591511936337,0.9785714285714286,8,0.18406593406593408,0.7574314574314575,0.6146230850063603,2.3913469420719413,0.7355227223085156,2,wine,DFA-EHOA,104729
5,0.0273681318681318,0.040423124289503565,0.9785714285714286,8,0.2472527472527473,0.6338229231086375,0.5025510204081632,2.261137420351961,0.7009443548187566,3,wine,DFA-EHOA,104729
6,0.0273681318681318,0.035049166350890434,0.9785714285714286,8,0.2692307692307693,0.6527056277056278,0.4408602150537635,2.075256055089132,0.6566787530917605,4,wine,DFA-EHOA,104729
7,0.02558582796513828,0.03318515536187945,0.9788177339901478,6,0.25824175824175827,0.6611111111111112,0.45446428571428577,1.8860285769951153,0.6109019623975287,0,wine,DFA-EHOA,104729
8,0.02558582796513828,0.03141258525956798,0.9788177339901478,6,0.2307692307692308,0.6451247165532881,0.5377777777777779,1.6241358269590962,0.5520798273526105,1,wine,DFA-EHOA,104729
9,0.02558582796513828,0.028029272451686175,0.9788177339901478,6,0.2115384615384616,0.7085948773448774,0.5638581776591689,1.405540808579111,0.4996801001553809,2,wine,DFA-EHOA,104729
10,0.02558582796513828,0.026573133762788886,0.9788177339901478,6,0.21703296703296707,0.6811881570810143,0.557923056228141,1.2027704042895555,0.44984005007769046,3,wine,DFA-EHOA,104729
