iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed,fold
1,0.040553455202441926,0.9634140183140317,13,1.8753935608123158,breast_cancer,A-EHOA,400000,outer_2
2,0.03854326016698079,0.9661179190232517,15,1.972019333827975,breast_cancer,A-EHOA,400000,outer_2
3,0.03854326016698079,0.9661179190232517,15,2.1823340401215563,breast_cancer,A-EHOA,400000,outer_2
4,0.03854326016698079,0.9661179190232517,15,0.8537201052144356,breast_cancer,A-EHOA,400000,outer_2
