iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.04198901098901086,0.048893772893772905,0.9626373626373628,15,0.49166666666666664,0.35213171798779846,0.016051698978528206,2.8,0.85,0,breast_cancer,SF-EHOA,123
2,0.04198901098901086,0.04575503663003659,0.9626373626373628,15,0.19166666666666668,0.6149383675381576,0.5992740471869329,2.6,0.8,1,breast_cancer,SF-EHOA,123
3,0.04198901098901086,0.04477243589743581,0.9626373626373628,15,0.39880952380952384,0.4146608600914242,0.19786896531082587,2.3601614245949794,0.7458501483953104,2,breast_cancer,SF-EHOA,123
4,0.03914652014652002,0.043120879120879016,0.964835164835165,13,0.2833333333333334,0.5205335643029141,0.42307692307692313,2.3441768661436435,0.730208728043809,0,breast_cancer,SF-EHOA,123
5,0.03914652014652002,0.04280723443223435,0.964835164835165,13,0.2273809523809524,0.6092924903061457,0.539837577923447,2.2020380678516,0.6938480683693767,1,breast_cancer,SF-EHOA,123
6,0.03630402930402919,0.041802655677655634,0.9670329670329672,11,0.2297619047619048,0.604327128962246,0.5310649240207741,2.0317780241982604,0.6511961161669746,0,breast_cancer,SF-EHOA,123
7,0.03630402930402919,0.04090567765567761,0.9670329670329672,11,0.26785714285714285,0.5518062346809607,0.45578231292517013,1.7919808488338242,0.5968624075732832,1,breast_cancer,SF-EHOA,123
8,0.03630402930402919,0.04086401098901094,0.9670329670329672,11,0.1630952380952381,0.6134743407852651,0.630698729684499,1.6182027148036227,0.55239768421284,2,breast_cancer,SF-EHOA,123
9,0.03630402930402919,0.03983974358974354,0.9670329670329672,11,0.15238095238095237,0.6566409780695495,0.6650968079539508,1.439495279805938,0.5075309092739464,3,breast_cancer,SF-EHOA,123
10,0.03630402930402919,0.039420787545787504,0.9670329670329672,11,0.13571428571428573,0.667645449788307,0.6946428571428571,1.2564938133723569,0.4629519980043202,4,breast_cancer,SF-EHOA,123
