iteration,fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.039813186813186914,0.9648351648351647,15,0.49642857142857144,0.3107023142451628,0.003752849477886011,2.75,0.8375,0,breast_cancer,SF-EHOA,8675309
2,0.03579487179487169,0.9692307692307693,16,0.3166666666666667,0.5375576379917476,0.3650793650793651,2.5,0.775,0,breast_cancer,SF-EHOA,8675309
3,0.03295238095238086,0.9714285714285715,14,0.13571428571428573,0.7834155731670659,0.7278911564625851,2.792142857142857,0.7727380952380952,0,breast_cancer,SF-EHOA,8675309
4,0.03295238095238086,0.9714285714285715,14,0.17142857142857143,0.7217309890463363,0.6567614810106468,2.6476334816462734,0.7428143042534032,1,breast_cancer,SF-EHOA,8675309
5,0.03295238095238086,0.9714285714285715,14,0.18928571428571428,0.6717212981683903,0.6192870611475263,2.4766600783467068,0.7048490574872116,2,breast_cancer,SF-EHOA,8675309
6,0.03295238095238086,0.9714285714285715,14,0.1571428571428571,0.7358242419774929,0.685626959869805,2.263710105064672,0.660821206392159,3,breast_cancer,SF-EHOA,8675309
7,0.03295238095238086,0.9714285714285715,14,0.09761904761904763,0.8248983804047934,0.8042725862274734,2.0127656623903145,0.6128427251676751,4,breast_cancer,SF-EHOA,8675309
8,0.03295238095238086,0.9714285714285715,14,0.09166666666666665,0.8325655262104842,0.8160406940282907,1.740242376406873,0.5648862488867665,5,breast_cancer,SF-EHOA,8675309
