iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed
1,0.01903978779840841,0.9862068965517242,7,2.085350529218505,wine,EHOA,2026
2,0.01903978779840841,0.9862068965517242,7,2.140685228061111,wine,EHOA,2026
3,0.01903978779840841,0.9862068965517242,7,1.5493347546243788,wine,EHOA,2026
4,0.01903978779840841,0.9862068965517242,7,2.0654467195290738,wine,EHOA,2026
5,0.01903978779840841,0.9862068965517242,7,1.2677776708453055,wine,EHOA,2026
6,0.01903978779840841,0.9862068965517242,7,1.6194549914957652,wine,EHOA,2026
7,0.01903978779840841,0.9862068965517242,7,1.215446024670545,wine,EHOA,2026
8,0.01903978779840841,0.9862068965517242,7,1.4395931086588902,wine,EHOA,2026
9,0.01903978779840841,0.9862068965517242,7,1.6406217624079438,wine,EHOA,2026
10,0.01903978779840841,0.9862068965517242,7,1.0414565085690253,wine,EHOA,2026
11,0.01903978779840841,0.9862068965517242,7,1.063411743192782,wine,EHOA,2026
12,0.01903978779840841,0.9862068965517242,7,0.9385971433674084,wine,EHOA,2026
13,0.01903978779840841,0.9862068965517242,7,0.8731902414869434,wine,EHOA,2026
14,0.01903978779840841,0.9862068965517242,7,1.0556914706065443,wine,EHOA,2026
15,0.01903978779840841,0.9862068965517242,7,1.0058509465225165,wine,EHOA,2026
16,0.01903978779840841,0.9862068965517242,7,0.5519067063716968,wine,EHOA,2026
