iteration,fitness,cv_accuracy,selected_features,population_diversity,local_improvements,portfolio_strategy,dataset,method,seed,fold
1,0.05419230769230762,0.9491452991452992,5,1.8784517303031942,1,memetic,wine,P-EHOA,447214,outer_3
2,0.05419230769230762,0.9491452991452992,5,2.1308349140560208,1,memetic,wine,P-EHOA,447214,outer_3
3,0.05419230769230762,0.9491452991452992,5,2.1443062236923276,1,memetic,wine,P-EHOA,447214,outer_3
4,0.05419230769230762,0.9491452991452992,5,1.5827338221964036,1,memetic,wine,P-EHOA,447214,outer_3
