iteration,fitness,cv_accuracy,selected_features,population_diversity,guard_abstained,guard_subset_balanced_accuracy,guard_full_balanced_accuracy,dataset,method,seed,fold
1,0.04106524184476934,0.9632337624463609,14,2.1670852537031724,True,0.9705325882036089,0.9683965122542418,breast_cancer,G-EHOA,424264,outer_3
2,0.04106524184476934,0.9632337624463609,14,2.3541193135551297,True,0.9705325882036089,0.9683965122542418,breast_cancer,G-EHOA,424264,outer_3
3,0.03917472815898024,0.965816772903387,16,2.351105298124901,True,0.9705325882036089,0.9683965122542418,breast_cancer,G-EHOA,424264,outer_3
4,0.03067154105736782,0.9737324501104029,14,1.8876243136739623,True,0.9705325882036089,0.9683965122542418,breast_cancer,G-EHOA,424264,outer_3
