iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,guidance_credit,active_guidance_fraction,dataset,method,seed,fold
1,0.04594230769230766,0.06523846153846156,0.9574786324786325,5,0.5384615384615385,0.2871212121212122,-0.0792220113851998,2.5,0.775,0,baseline,1.0,0.0,wine,ECG-EHOA,424264,outer_2
2,0.04594230769230766,0.06370000000000005,0.9574786324786325,5,0.2615384615384616,0.575,0.47580645161290325,2.0,0.65,1,baseline,0.85,0.0,wine,ECG-EHOA,424264,outer_2
3,0.04594230769230766,0.06347692307692313,0.9574786324786325,5,0.4153846153846154,0.4096897546897547,0.1674573055028462,1.5,0.525,2,baseline,0.7224999999999999,0.0,wine,ECG-EHOA,424264,outer_2
4,0.04594230769230766,0.06347692307692313,0.9574786324786325,5,0.3230769230769231,0.4976190476190475,0.3524667931688804,1.0,0.4,3,baseline,0.6141249999999999,0.0,wine,ECG-EHOA,424264,outer_2
