iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed,fold
1,0.053617547806524224,0.9498812648418947,12,2.2717296114448904,breast_cancer,EHOA,412310,outer_2
2,0.03929846269216356,0.9656917885264341,16,3.6017385472538948,breast_cancer,EHOA,412310,outer_2
3,0.03670003749531299,0.9683164604424448,16,2.5283393524156157,breast_cancer,EHOA,412310,outer_2
4,0.03670003749531299,0.9683164604424448,16,2.0893031606795973,breast_cancer,EHOA,412310,outer_2
