iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.059967601364153085,0.08474116616142478,0.9440886699507389,6,0.5247252747252747,0.3103057656629085,-0.04983880344590652,2.8,0.85,0,wine,DFA-EHOA,196613
2,0.054922319060250045,0.07529227453580899,0.9507389162561577,8,0.315934065934066,0.5125425170068028,0.3678981026372813,2.6,0.8,0,wine,DFA-EHOA,196613
3,0.054922319060250045,0.06334871163319436,0.9507389162561577,8,0.4093406593406593,0.45195449391877957,0.17858468062549693,2.323283348138742,0.7420086820977856,1,wine,DFA-EHOA,196613
4,0.038959454338764715,0.05348472432739679,0.9645320197044335,5,0.2527472527472528,0.6135770975056689,0.4945054945054945,2.3258245022302213,0.7282978442489894,0,wine,DFA-EHOA,196613
5,0.038959454338764715,0.04820220727548315,0.9645320197044335,5,0.20604395604395606,0.6714337250051537,0.5877596321547487,2.203570470135665,0.694231199502064,1,wine,DFA-EHOA,196613
6,0.038959454338764715,0.04541907446002276,0.9645320197044335,5,0.13736263736263737,0.7580782312925172,0.7248677248677249,2.077661216229528,0.6576539304679342,2,wine,DFA-EHOA,196613
7,0.038959454338764715,0.04541907446002276,0.9645320197044335,5,0.1978021978021978,0.6656037414965986,0.6038095238095238,1.8886530256971816,0.6116117179812199,3,wine,DFA-EHOA,196613
8,0.038959454338764715,0.045383881205001926,0.9645320197044335,5,0.17032967032967034,0.7673933209647495,0.6593406593406594,1.7079072398139332,0.567159560234421,4,wine,DFA-EHOA,196613
9,0.038959454338764715,0.044495239674119016,0.9645320197044335,5,0.19505494505494508,0.6692885487528345,0.6062496667199915,1.5031711125806662,0.5188334244242313,5,wine,DFA-EHOA,196613
10,0.038959454338764715,0.043707464948844296,0.9645320197044335,5,0.05219780219780219,0.8988095238095238,0.8952557646435197,1.3507008251322783,0.48419552942260197,6,wine,DFA-EHOA,196613
