iteration,fitness,cv_accuracy,selected_features,population_diversity,dataset,method,seed
1,0.01903978779840841,0.9862068965517242,7,2.1128329310387626,wine,EHOA,2026
2,0.01903978779840841,0.9862068965517242,7,2.1345930968710336,wine,EHOA,2026
3,0.01903978779840841,0.9862068965517242,7,2.2719084895951474,wine,EHOA,2026
4,0.01903978779840841,0.9862068965517242,7,1.7152080860108794,wine,EHOA,2026
5,0.01903978779840841,0.9862068965517242,7,1.8674365258932104,wine,EHOA,2026
6,0.01903978779840841,0.9862068965517242,7,1.7166278524002403,wine,EHOA,2026
7,0.01903978779840841,0.9862068965517242,7,1.3370793892015083,wine,EHOA,2026
8,0.01903978779840841,0.9862068965517242,7,0.8438867137595719,wine,EHOA,2026
