iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,dataset,method,seed,fold
1,0.029576923076923105,0.0694038461538462,0.9747863247863248,6,0.5076923076923078,0.29734848484848486,-0.021428571428571574,2.5,0.775,0,baseline,wine,IG-EHOA,479583,outer_3
2,0.029576923076923105,0.04961538461538462,0.9747863247863248,6,0.3384615384615385,0.5050000000000001,0.32291666666666663,2.0,0.65,1,baseline,wine,IG-EHOA,479583,outer_3
3,0.022865384615384562,0.030500000000000006,0.9831196581196582,8,0.3846153846153847,0.44765873015873014,0.22912713472485757,1.5,0.525,0,baseline,wine,IG-EHOA,479583,outer_3
4,0.022865384615384562,0.030500000000000006,0.9831196581196582,8,0.4461538461538462,0.43835858585858584,0.0972222222222221,1.0,0.4,1,baseline,wine,IG-EHOA,479583,outer_3
