iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,controller_state,guidance_credit,active_guidance_fraction,dataset,method,seed,fold
1,0.038277840269966265,0.045679115110611186,0.9657126192559263,13,0.5066666666666666,0.34455968478508525,-0.014957264957264904,2.5,0.775,0,baseline,1.0,0.0,breast_cancer,ECG-EHOA,400000,outer_1
2,0.038277840269966265,0.042993400824896895,0.9657126192559263,13,0.19333333333333333,0.6496017003292545,0.6088832943715159,2.0,0.65,1,baseline,0.85,0.0,breast_cancer,ECG-EHOA,400000,outer_1
3,0.038277840269966265,0.039936557930258756,0.9657126192559263,13,0.24666666666666667,0.5966864018334607,0.5044642857142857,1.5,0.525,2,baseline,0.7224999999999999,0.0,breast_cancer,ECG-EHOA,400000,outer_1
4,0.03636670416197966,0.039412748406449226,0.9683164604424448,15,0.21333333333333332,0.6280476927613151,0.5684229455133968,1.0,0.4,0,baseline,0.7779999999999999,0.0,breast_cancer,ECG-EHOA,400000,outer_1
