iteration,fitness,mean_population_fitness,cv_accuracy,selected_features,population_diversity,jaccard_stability,nogueira_stability,sweep_factor,inertia,stagnation_counter,dataset,method,seed
1,0.03318264494126572,0.0604813613111027,0.9719211822660098,7,0.4917582417582418,0.4011266511266512,-0.0016680118375034247,2.8,0.85,0,wine,IG-EHOA,130363
2,0.03318264494126572,0.047405314513073143,0.9719211822660098,7,0.24450549450549455,0.6518849206349208,0.5019639494215766,2.6,0.8,1,wine,IG-EHOA,130363
3,0.03318264494126572,0.044596414361500594,0.9719211822660098,7,0.3873626373626374,0.4009070294784581,0.2109765940274415,2.4,0.75,2,wine,IG-EHOA,130363
4,0.03318264494126572,0.0444650672603259,0.9719211822660098,7,0.33241758241758246,0.5207135126777984,0.33294460641399415,2.2,0.7,3,wine,IG-EHOA,130363
5,0.03318264494126572,0.0444650672603259,0.9719211822660098,7,0.2637362637362638,0.6171124510410226,0.4693877551020408,2.0,0.65,4,wine,IG-EHOA,130363
6,0.03318264494126572,0.0444650672603259,0.9719211822660098,7,0.28571428571428575,0.5686958874458874,0.4285714285714286,1.8,0.6000000000000001,5,wine,IG-EHOA,130363
7,0.03115649867373989,0.04162097385373248,0.9724137931034484,5,0.3296703296703297,0.5464453205524634,0.33176269008352977,1.6,0.55,0,wine,IG-EHOA,130363
8,0.03115649867373989,0.04145914645699128,0.9724137931034484,5,0.3241758241758242,0.4875425170068027,0.3477891156462586,1.4,0.5,1,wine,IG-EHOA,130363
9,0.03115649867373989,0.040448583743842345,0.9724137931034484,5,0.2170329670329671,0.6077806122448981,0.557923056228141,1.2,0.45,2,wine,IG-EHOA,130363
10,0.03115649867373989,0.04041810344827583,0.9724137931034484,5,0.24725274725274723,0.5955073696145126,0.5025510204081632,1.0,0.4,3,wine,IG-EHOA,130363
