dataset,method,runs,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_median,balanced_accuracy_iqr,balanced_accuracy_ci95,f1_score_mean,f1_score_std,f1_score_median,f1_score_iqr,f1_score_ci95,mcc_mean,mcc_std,mcc_median,mcc_iqr,mcc_ci95,roc_auc_mean,roc_auc_std,roc_auc_median,roc_auc_iqr,roc_auc_ci95,pr_auc_mean,pr_auc_std,pr_auc_median,pr_auc_iqr,pr_auc_ci95,sensitivity_mean,sensitivity_std,sensitivity_median,sensitivity_iqr,sensitivity_ci95,specificity_mean,specificity_std,specificity_median,specificity_iqr,specificity_ci95,selected_features_mean,selected_features_std,selected_features_median,selected_features_iqr,selected_features_ci95,redundancy_mean,redundancy_std,redundancy_median,redundancy_iqr,redundancy_ci95,interaction_quality_mean,interaction_quality_std,interaction_quality_median,interaction_quality_iqr,interaction_quality_ci95,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_median,runtime_seconds_iqr,runtime_seconds_ci95,classifier_seconds_mean,classifier_seconds_std,classifier_seconds_median,classifier_seconds_iqr,classifier_seconds_ci95,peak_memory_mb_mean,peak_memory_mb_std,peak_memory_mb_median,peak_memory_mb_iqr,peak_memory_mb_ci95,jaccard_stability_mean,jaccard_stability_std,jaccard_stability_median,jaccard_stability_iqr,jaccard_stability_ci95,nogueira_stability_mean,nogueira_stability_std,nogueira_stability_median,nogueira_stability_iqr,nogueira_stability_ci95
breast_cancer,EHOA,15,0.9518077089990925,0.011536439185060976,0.9550242632264173,0.010504201680672343,0.00583824374686804,0.9638103357049445,0.007958254045134798,0.9623430962343096,0.00875943597778095,0.004027432223208131,0.9040144239119735,0.02048074717037645,0.8982560410575398,0.022582203610908014,0.010364688113943681,0.9833833815216227,0.007292382935795111,0.9843937575030012,0.009263987285054842,0.003690454948161544,0.9838958755961532,0.007806828820996556,0.9857961211156779,0.007715023385886255,0.0039508004866938016,0.9630252100840336,0.01978426321676126,0.957983193277311,0.025210084033613467,0.010012218602185378,0.9405902079141516,0.03065739573944021,0.9436619718309859,0.014486921529175079,0.015514782863227107,16.0,2.2677868380553634,16.0,3.5,1.147658485787475,0.41375410655127504,0.02558716188368775,0.40992109602411364,0.03229328384373403,0.01294889050869215,-0.2967919823243651,0.06305653749085188,-0.3068394564999731,0.12619364669780336,0.031911010824018864,0.7367006133332324,0.11662839296081189,0.703278599999976,0.1170226500003082,0.059022110287935414,0.30075222000014035,0.06515729445853397,0.273280700000214,0.04869605000021693,0.03297414053271975,0.6367405573527019,0.07599047100498235,0.6116962432861328,0.09041023254394531,0.038456484279906555,0.44160921999285185,1.7237850130861175e-16,0.4416092199928517,0.0,8.72355578021597e-17,0.1530612244897958,5.745950043620392e-17,0.15306122448979587,0.0,2.907851926738657e-17
breast_cancer,M-EHOA,15,0.9496496626819741,0.01388090322256483,0.9536631554030062,0.011385962835838592,0.007024706249477898,0.962476260367088,0.00857578528459886,0.9617021276595744,0.010812597667988921,0.004339946148819197,0.9001287750573765,0.022974397159951136,0.9001633057441626,0.02751614384971912,0.011626649125047041,0.9808029127143817,0.0075518287240797215,0.9819505266895491,0.010327088581911559,0.0038217526325514846,0.9811794269406575,0.007814644206613586,0.9822175818473544,0.0072802420760551545,0.003954755617516757,0.9624649859943978,0.017929671694315898,0.957983193277311,0.025210084033613467,0.009073665797006794,0.9368343393695506,0.034401014405512235,0.9428571428571428,0.021126760563380254,0.017409315302331533,15.266666666666667,2.520393015460278,16.0,4.0,1.2754948495039526,0.4137321450122798,0.02687018813779293,0.4022568125520397,0.0451334870123154,0.013598191379171926,-0.2999880317632689,0.06941005763280132,-0.30903853971412665,0.10924490139538642,0.0351263356434285,2.4599846333335034,0.35619418360626803,2.4257468000005247,0.6610732000008284,0.18025912777340833,0.2972898600000311,0.04147210505965905,0.2860800000007657,0.05476704999955473,0.020987780904487916,0.8484848022460938,0.2101052140035471,0.9723196029663086,0.3508572578430176,0.10632790865217887,0.39427271529536784,5.745950043620392e-17,0.3942727152953679,0.0,2.907851926738657e-17,0.1057491185926839,2.872975021810196e-17,0.10574911859268388,0.0,1.4539259633693285e-17
breast_cancer,SP-EHOA,15,0.9518077089990925,0.011536439185060976,0.9550242632264173,0.010504201680672343,0.00583824374686804,0.9638103357049445,0.007958254045134798,0.9623430962343096,0.00875943597778095,0.004027432223208131,0.9040144239119735,0.02048074717037645,0.8982560410575398,0.022582203610908014,0.010364688113943681,0.9833833815216227,0.007292382935795111,0.9843937575030012,0.009263987285054842,0.003690454948161544,0.9838958755961532,0.007806828820996556,0.9857961211156779,0.007715023385886255,0.0039508004866938016,0.9630252100840336,0.01978426321676126,0.957983193277311,0.025210084033613467,0.010012218602185378,0.9405902079141516,0.03065739573944021,0.9436619718309859,0.014486921529175079,0.015514782863227107,16.0,2.2677868380553634,16.0,3.5,1.147658485787475,0.41375410655127504,0.02558716188368775,0.40992109602411364,0.03229328384373403,0.01294889050869215,-0.2967919823243651,0.06305653749085188,-0.3068394564999731,0.12619364669780336,0.031911010824018864,0.7331356200000301,0.09030924065702968,0.7316208000002007,0.10541234999982407,0.04570278151624632,0.2888968799998717,0.025852152068146166,0.2862977000004321,0.03858844999967914,0.013082994044677424,0.6635513305664062,0.09126853785138736,0.6623153686523438,0.09870481491088867,0.04618825287846693,0.44160921999285185,1.7237850130861175e-16,0.4416092199928517,0.0,8.72355578021597e-17,0.1530612244897958,5.745950043620392e-17,0.15306122448979587,0.0,2.907851926738657e-17
wine,EHOA,15,0.9577053140096616,0.024948059101007922,0.9710144927536232,0.02777777777777768,0.012625459876004537,0.9520387096660243,0.028375472008607676,0.9658994032395567,0.033932641323010104,0.014359970122601333,0.9282761366165083,0.04212931444824984,0.9499654784572173,0.04793377186226522,0.0213203747440404,0.9874755512430748,0.010228769413937456,0.988101851851852,0.008040811605184217,0.005176471536070407,0.972412224269155,0.021137920898636593,0.9715320704553007,0.022250783585702205,0.010697263906878914,0.9577053140096616,0.024948059101007922,0.9710144927536232,0.02777777777777768,0.012625459876004537,0.9759377917517453,0.01438858881027793,0.9833333333333334,0.016269131385410418,0.007281630605450688,7.666666666666667,1.3451854182690985,8.0,0.5,0.6807577477422575,0.29797676410329416,0.019173970511818475,0.30121439611050616,0.018020600838436707,0.00970336788046482,0.4280533895738149,0.08396832890312654,0.4477723222287069,0.10579450335425311,0.04249383742155499,0.5423418933331656,0.13922984526737953,0.5112662999999884,0.2067315499994038,0.07046002327670459,0.2595363333334414,0.04308299479059405,0.24258559999998397,0.03224675000046773,0.021803003586951652,0.4468072891235352,0.10986000273794894,0.4328012466430664,0.15430355072021484,0.05559683223973465,0.5152262552262553,0.0,0.5152262552262553,0.0,0.0,0.20062111801242238,5.745950043620392e-17,0.20062111801242233,0.0,2.907851926738657e-17
wine,M-EHOA,15,0.9620330112721417,0.01581599467004298,0.9710144927536232,0.02430555555555547,0.008003997637542146,0.9579308325051245,0.017189964565487353,0.9652406417112299,0.02507967414875356,0.008699322340579676,0.9371830451193816,0.02605653186723947,0.9499654784572173,0.03663802914214409,0.013186424493614197,0.9924821485308063,0.007411525345495051,0.996673005187387,0.01083761784595949,0.003750749326457943,0.9815482626634773,0.017368235106447853,0.9894939554769276,0.02593619319783702,0.008789539681850905,0.9620330112721417,0.01581599467004298,0.9710144927536232,0.02430555555555547,0.008003997637542146,0.9791841793004584,0.008859530070545964,0.982905982905983,0.01354435831180023,0.0044835408226772495,7.266666666666667,1.0997835284835873,7.0,2.0,0.556567256592688,0.31178048970326727,0.02513885646866926,0.3117449013700157,0.03335057334669428,0.01272201666625834,0.47120789570110644,0.10550694673119311,0.47714793511931797,0.12408601850230128,0.053393881952949585,1.116373673333328,0.2603646974096098,1.162529999999606,0.28240989999858357,0.13176271656901295,0.23996431333331808,0.016075581355360906,0.23247900000023947,0.01585884999985865,0.008135366625668926,0.5975013097127279,0.08825992628726068,0.5983572006225586,0.09638261795043945,0.04466568535401249,0.4886548636548636,5.745950043620392e-17,0.48865486365486366,0.0,2.907851926738657e-17,0.19762869944222633,5.745950043620392e-17,0.19762869944222639,0.0,2.907851926738657e-17
wine,SP-EHOA,15,0.9620330112721417,0.01581599467004298,0.9710144927536232,0.02430555555555547,0.008003997637542146,0.9579308325051245,0.017189964565487353,0.9652406417112299,0.02507967414875356,0.008699322340579676,0.9371830451193816,0.02605653186723947,0.9499654784572173,0.03663802914214409,0.013186424493614197,0.9924821485308063,0.007411525345495051,0.996673005187387,0.01083761784595949,0.003750749326457943,0.9815482626634773,0.017368235106447853,0.9894939554769276,0.02593619319783702,0.008789539681850905,0.9620330112721417,0.01581599467004298,0.9710144927536232,0.02430555555555547,0.008003997637542146,0.9791841793004584,0.008859530070545964,0.982905982905983,0.01354435831180023,0.0044835408226772495,7.266666666666667,1.0997835284835873,7.0,2.0,0.556567256592688,0.31178048970326727,0.02513885646866926,0.3117449013700157,0.03335057334669428,0.01272201666625834,0.47120789570110644,0.10550694673119311,0.47714793511931797,0.12408601850230128,0.053393881952949585,1.1292340733334034,0.3015581573746145,1.1578040000003966,0.3537548500007688,0.1526094835995173,0.24922730000004473,0.043803533250630244,0.2338300999999774,0.012015649999739253,0.022167646358538545,0.629049555460612,0.08628933771628297,0.6663675308227539,0.09296798706054688,0.04366842994290971,0.4886548636548636,5.745950043620392e-17,0.48865486365486366,0.0,2.907851926738657e-17,0.19762869944222633,5.745950043620392e-17,0.19762869944222639,0.0,2.907851926738657e-17
