dataset,method,runs,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_median,balanced_accuracy_iqr,balanced_accuracy_ci95,f1_score_mean,f1_score_std,f1_score_median,f1_score_iqr,f1_score_ci95,mcc_mean,mcc_std,mcc_median,mcc_iqr,mcc_ci95,selected_features_mean,selected_features_std,selected_features_median,selected_features_iqr,selected_features_ci95,redundancy_mean,redundancy_std,redundancy_median,redundancy_iqr,redundancy_ci95,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_median,runtime_seconds_iqr,runtime_seconds_ci95,jaccard_stability_mean,jaccard_stability_std,jaccard_stability_median,jaccard_stability_iqr,jaccard_stability_ci95,nogueira_stability_mean,nogueira_stability_std,nogueira_stability_median,nogueira_stability_iqr,nogueira_stability_ci95
breast_cancer,EHOA,5,0.9662698412698413,0.016011917055127986,0.9672619047619048,0.02083333333333337,0.014035064114258934,0.9717689498456862,0.015151805823278077,0.971830985915493,0.021274500147739683,0.013281143378668961,0.9262598934820309,0.03858094267682694,0.9259891667402068,0.05235270611197984,0.03381768730087183,14.4,2.5099800796022267,13.0,3.0,2.200094543423077,0.39659557039520504,0.015789394089586743,0.39771898870334216,0.007861734238927887,0.013840014135076949,1.5722859199973755,0.40746581171077584,1.5574233999941498,0.3445911000017077,0.35715953136903045,0.35151740021991734,0.0,0.35151740021991734,0.0,0.0,0.07852564102564086,0.0,0.07852564102564086,0.0,0.0
wine,EHOA,5,0.9485714285714286,0.020592141248037807,0.9523809523809524,0.00952380952380949,0.018049807632092837,0.9461653564109704,0.01976167416894028,0.9487179487179488,0.0034046655099286838,0.01732187114205323,0.9184597554938982,0.029801219304774775,0.9205607476635514,0.00379071667452191,0.026121920453719322,7.0,0.7071067811865476,7.0,0.0,0.6198064213930023,0.3118054509312738,0.016858549507218438,0.3094294199112121,0.0217894727748445,0.014777170178472913,0.7937687600031496,0.39733732402127964,0.6167063000029884,0.6046385000809096,0.348281520471701,0.5141666666666667,0.0,0.5141666666666667,0.0,0.0,0.2880952380952382,0.0,0.2880952380952382,0.0,0.0
